0385752,The Golden Compass,"Catapulted into the heart of a terrible struggle, Lyra was forced to seek aid from clans, 'gyptians, and formidable armored bears. And a magical compass of gold that will answer any question if one is skilled enough to read it.","She is invited to go to the North with the influent Mrs. Coulter and the Jordan's Vice-Chancellor secretly gives her a magic golden compass capable of revealing the truth. When Lyra finds that Mrs. Coulter is the leader of the Gobblers, she escapes from her house and the runaway girl begins an amazing adventure in a war to save her friend and other missing children with her allied Gyptians, Witches and the strong Armored Bear Iorek Byrnison.","When Lyra finds that Mrs. Coulter is the leader of the Gobblers, she escapes from her house and the runaway girl begins an amazing adventure in a war to save her friend and other missing children with her allied Gyptians, Witches and the strong Armored Bear Iorek Byrnison. In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.","In a parallel world ruled by The Magisterium where people's souls have animal shapes, the orphan Lyra Belaqua is educated in the Jordan College, and her uncle and Professor Lord Asriel is her tutor. When Lyra finds that Mrs. Coulter is the leader of the Gobblers, she escapes from her house and the runaway girl begins an amazing adventure in a war to save her friend and other missing children with her allied Gyptians, Witches and the strong Armored Bear Iorek Byrnison.",0416236|0363771|0499448|0494238|0980970|0814255|0398808|0486655|0449010|0373051|0339291|0367594
1854564,Percy Jackson: Sea of Monsters,"The Camp Half-Blood is protected by Thalia, a daughter of Zeus that sacrificed her life to save the young Annabeth, Grover and Luke from an attack of Cyclops and was transformed by her father in a magical tree.","However Percy Jackson, Annabeth, Grover and Tyson decide to follow an ancient prophecy and they go to the dangerous journey to the Sea of Monsters to recover the Golden Fleece from Luke that wants to revive the evil Kronos to destroy the Olympus.","Out of the blue, Percy Jackson is visited by his unknown half-brother Cyclops Tyson and they discover that Thalia was poisoned and is dying.","However Percy Jackson, Annabeth, Grover and Tyson decide to follow an ancient prophecy and they go to the dangerous journey to the Sea of Monsters to recover the Golden Fleece from Luke that wants to revive the evil Kronos to destroy the Olympus.",0814255|0499448|0980970|1397514|0373051|0363771|0416236|0449010|0477347|1623205|0330373|0417741
0304141,Harry Potter and the Prisoner of Azkaban,"He runs away after using magic to inflate Uncle Vernon's sister Marge who was being offensive towards Harry's parents. It's Harry's third year at Hogwarts; not only does he have a new ""Defense Against the Dark Arts"" teacher, but there is also trouble brewing.","However, he soon learns that a dangerous criminal and Voldemort's trusted aide Sirius Black has escaped from the Azkaban prison and wants to kill Harry to avenge the Dark Lord. He runs away from them (finally) and enters his third term facing trouble from more than one side: for using magic outside the school and from the news that a notorious criminal, serial killer Sirius Black, has escaped the wizard's prison at Azkaban and apparently is headed for Harry.","However, he soon learns that a dangerous criminal and Voldemort's trusted aide Sirius Black has escaped from the Azkaban prison and wants to kill Harry to avenge the Dark Lord. First, a killer named Sirus Black has escaped from Azkaban Prison, and it seems that he broke out just to finish what his master wanted to do 13 years ago: kill Harry Potter!.","First, a killer named Sirus Black has escaped from Azkaban Prison, and it seems that he broke out just to finish what his master wanted to do 13 years ago: kill Harry Potter!. He runs away from them (finally) and enters his third term facing trouble from more than one side: for using magic outside the school and from the news that a notorious criminal, serial killer Sirius Black, has escaped the wizard's prison at Azkaban and apparently is headed for Harry.",0330373|0295297|0373889|0241527|0417741|0926084|0367594|0099785|0363771|0477347|0126029|0104431
1014759,Alice in Wonderland,,,,,0367594|0363771|0330373|0241527|0373889|0304141|0295297|0926084|0417741|0477347|0121164|0499448
0398808,Bridge to Terabithia,"Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. But, after a tragedy occurs, Jess must trust in what Leslie has taught him to help over come the horrors that reality can bring.","He's having trouble at school with the bullies and there is a bully like troll who charges the kids a dollar to go and pee. The only thing Jess has is running; after training all summer for the big race on the school athletic day, he and every other boy racing are beat by new girl Leslie Burke.","But it's up to Jesse to remember what Leslie taught him and to stay happy. Jesse ""Jess"" Aarons comes from a poor farmer family with four annoying sisters, he finds no haven at school where he's teased by everyone.","The only thing Jess has is running; after training all summer for the big race on the school athletic day, he and every other boy racing are beat by new girl Leslie Burke. The 5th grade Jesse Aarons trains all summer to win the big race at school, only to have newcomer Leslie Burke beat him, along with everyone else.",0416236|0373051|0406375|0339291|0494238|0385752|1075417|0760329|0367594|0363771|1397514|0499448
1397514,Journey 2: The Mysterious Island,"Along with Gabato and Kailani, Sean embarks on a mission to find his grandfather, the legendary Vernian Alexander. After traveling to the center of earth, Sean Anderson, now 17, has been at usual teen schemes lately.","The stubborn Sean wants to travel to the coordinates and Hank decides to buy the tickets and travel with the teenager to a small island nearby the location. Sean teams up with his stepfather, hank, to get there, and they meet an overeager chopper pilot, and his teenage daughter, to get to Sean's grandfather, Alexander, only to discover the mysterious island.","The 17-year-old Sean Anderson receives a coded signal and his stepfather Hank helps him to decipher the message. Along with Gabato and Kailani, Sean embarks on a mission to find his grandfather, the legendary Vernian Alexander.","With the help from his stepfather Hank (Dwayne Johnson) he decodes the message leading him to find the map that leads him to Vernes mysterious island. Sean teams up with his stepfather, hank, to get there, and they meet an overeager chopper pilot, and his teenage daughter, to get to Sean's grandfather, Alexander, only to discover the mysterious island.",0373051|1075417|0406375|0814255|1854564|0492956|0416236|0398808|0808510|0395699|0494238|0980970
0099785,Home Alone,He must save his house from being robbed before it's too late with a series of traps. 8-year-old Kevin McCallister is accidentally left behind when his family takes off for a vacation in France over the holiday season.,"But the youngest in the family named Kevin got into a scuffle with his older brother Buzz and was sent to his room which is on the third floor of his house. Then, the next morning, while the rest of the family was in a rush to make it to the airport on time, they completely forgot about Kevin who now has the house all to himself.","Then, the next morning, while the rest of the family was in a rush to make it to the airport on time, they completely forgot about Kevin who now has the house all to himself. An 8-year old troublemaker must protect his home from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.","Then, the next morning, while the rest of the family was in a rush to make it to the airport on time, they completely forgot about Kevin who now has the house all to himself. Kevin's mother Kate is frantic when she realizes that she and the family have unintentionally left Kevin behind in Chicago, and she tries to make it back to Chicago as fast as she can, getting help from a polka band leader named Gus Polinski.",0104431|0477347|0241527|0373889|0295297|0363771|0330373|0304141|0367594|0107614|0113497|0417741
0926084,Harry Potter and the Deathly Hallows: Part 1,But nowhere is safe now that Voldemort gains control over Hogwarts and the Wizarding World.,"As Harry races against time and evil to destroy the Horcruxes, he uncovers the existence of three most powerful objects in the wizarding world: the Deathly Hallows.",But nowhere is safe now that Voldemort gains control over Hogwarts and the Wizarding World.,"Harry, Ron, and Hermione decide to finish Dumbledore's work and find the rest of the Horcruxes to defeat the Dark Lord.",0417741|0373889|0330373|0304141|0295297|0241527|0363771|0367594|0099785|0477347|0126029|0980970
0417741,Harry Potter and the Half-Blood Prince,Harry Potter is in his 6th year at Hogwarts and taking private lessons with Professor Dumbledore to found out what might be the Dark Lords only weakness.,Harry Potter is in his 6th year at Hogwarts and taking private lessons with Professor Dumbledore to found out what might be the Dark Lords only weakness.,Harry Potter is in his 6th year at Hogwarts and taking private lessons with Professor Dumbledore to found out what might be the Dark Lords only weakness.,Harry Potter is in his 6th year at Hogwarts and taking private lessons with Professor Dumbledore to found out what might be the Dark Lords only weakness.,0373889|0926084|0330373|0304141|0295297|0241527|0363771|0367594|0099785|0477347|0499448|0126029
0104431,Home Alone 2: Lost in New York,"But this time he's in New York City with enough cash and credit cards to turn the Big Apple into his very own playground. The notorious Wet Bandits, Harry and Marv, still smarting from their last encounter with Kevin, are bound for New York too, plotting a huge holiday heist! A year following the events of Home Alone, Kevin McCallister and his family are set to spend their Christmas vacation in Miami.","But as he and his family arrived at the airport they could miss their flight, this is where the chaos which is Chicago/O'Hare airport causes Kevin to unknowingly separate from the rest of his family, so instead of Miami, he is going to New York (much to Kevin's dismay). But what Kevin will soon realize that he will not only be alone in a big city, having a luxury suite at the Plaza, and visiting some of New York's biggest stores and seeing some sites as well, he will also reunite with his rivals the ""Wet Bandits"" Harry Lime and Marv Merchants, who escaped from prison and to New York and are planning to rob a toy store named ""Duncan's Toy Chest"" where the owner E.F. Duncan is planning to use the money to donate it to the children's hospital. Kevin manages to stop a taxi cab and has the driver take him to the Plaza Hotel, and using his father Peter's credit card, Kevin rents out a suite.","But as he and his family arrived at the airport they could miss their flight, this is where the chaos which is Chicago/O'Hare airport causes Kevin to unknowingly separate from the rest of his family, so instead of Miami, he is going to New York (much to Kevin's dismay). But what Kevin will soon realize that he will not only be alone in a big city, having a luxury suite at the Plaza, and visiting some of New York's biggest stores and seeing some sites as well, he will also reunite with his rivals the ""Wet Bandits"" Harry Lime and Marv Merchants, who escaped from prison and to New York and are planning to rob a toy store named ""Duncan's Toy Chest"" where the owner E.F. Duncan is planning to use the money to donate it to the children's hospital. After finding out they are planning to shoplift in a toy store, he sets up a plan to put them behind bars once again.","Once again, it is Christmas time, and the McCallister family is planning another vacation, only this time they are bound to vacate in Miami, Florida. But as he and his family arrived at the airport they could miss their flight, this is where the chaos which is Chicago/O'Hare airport causes Kevin to unknowingly separate from the rest of his family, so instead of Miami, he is going to New York (much to Kevin's dismay). But what Kevin will soon realize that he will not only be alone in a big city, having a luxury suite at the Plaza, and visiting some of New York's biggest stores and seeing some sites as well, he will also reunite with his rivals the ""Wet Bandits"" Harry Lime and Marv Merchants, who escaped from prison and to New York and are planning to rob a toy store named ""Duncan's Toy Chest"" where the owner E.F. Duncan is planning to use the money to donate it to the children's hospital.",0099785|0119303|0477347|0107614|0113497|0367594|0295297|0363771|0373889|0304141|0330373|0241527
0373889,Harry Potter and the Order of the Phoenix,"To top it off are dreams that Harry can't explain, and a mystery behind something Voldemort is searching for. As Harry starts having visions of terrible events happening with the Ministries very walls he decides to take action, leading himself and his friends into battle, ultimately teaching them what friendship, loyalty and sacrifice really means. The ministry of magic doesn't believe everything Harry says and will do anything to keep everyone calm.","After returning to Hogwarts to begin his fifth year at Hogwarts, Harry Potter discovers that much of the wizarding world, including the Ministry of Magic, is in denial about Lord Voldemort's return. This new teacher, Professor Umbridge, implies strict new teachings and rules, forcing a group of students, under the tutelage of Harry, to form a club, by the name of Dumbledore's Army... As another year begins for Harry, at Hogwarts school of Witchcraft and Wizardry so does the never-ending articles stating that he and Dumbledore are insane. As the ministry starts to invent new and malicious lies about Harry's account on Voldemort's return, Hogwarts begins to change for the worse as the ministry sends in their cure for all the insanity, Professor Dolores Jane Umbridge.","After returning to Hogwarts to begin his fifth year at Hogwarts, Harry Potter discovers that much of the wizarding world, including the Ministry of Magic, is in denial about Lord Voldemort's return. This new teacher, Professor Umbridge, implies strict new teachings and rules, forcing a group of students, under the tutelage of Harry, to form a club, by the name of Dumbledore's Army... As another year begins for Harry, at Hogwarts school of Witchcraft and Wizardry so does the never-ending articles stating that he and Dumbledore are insane. As the ministry starts to invent new and malicious lies about Harry's account on Voldemort's return, Hogwarts begins to change for the worse as the ministry sends in their cure for all the insanity, Professor Dolores Jane Umbridge.","After returning to Hogwarts to begin his fifth year at Hogwarts, Harry Potter discovers that much of the wizarding world, including the Ministry of Magic, is in denial about Lord Voldemort's return. This new teacher, Professor Umbridge, implies strict new teachings and rules, forcing a group of students, under the tutelage of Harry, to form a club, by the name of Dumbledore's Army... As another year begins for Harry, at Hogwarts school of Witchcraft and Wizardry so does the never-ending articles stating that he and Dumbledore are insane. He starts his fifth year while new Defence Against the Dark Arts teacher, Professor Dolores Jane Umbridge refuses to teach them defensive spells while refuting Harry's claims of the Dark Lord's return.",0417741|0330373|0304141|0295297|0926084|0241527|0363771|0099785|0367594|0477347|0980970|0126029
0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,,,,,0499448|0363771|0477347|0367594|0417741|0926084|0295297|0373889|1014759|0330373|0304141|1078912
0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Four children from the same family have to leave their town because WW1 is happening. They find life in the house extremely dull, until Lucy discovers a wardrobe that leads to a magical world called Narnia, where animals can talk and all are ruled over by the wise and benevolent lion Aslan.","Peering into this wardrobe one day while playing ""hide and seek"", Lucy finds herself in the snowy land of Narnia, which is mired in never-ending winter thanks to the magic of the evil White Witch, who has proclaimed that it will be always winter but never Christmas in the mystical land. But while three of them trudge through the snow with some helpful Beavers to join forces with Aslan, the mighty Lion, the fourth takes a more treacherous path and falls in league with the Witch... Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.","They find life in the house extremely dull, until Lucy discovers a wardrobe that leads to a magical world called Narnia, where animals can talk and all are ruled over by the wise and benevolent lion Aslan. Peering into this wardrobe one day while playing ""hide and seek"", Lucy finds herself in the snowy land of Narnia, which is mired in never-ending winter thanks to the magic of the evil White Witch, who has proclaimed that it will be always winter but never Christmas in the mystical land.","Peering into this wardrobe one day while playing ""hide and seek"", Lucy finds herself in the snowy land of Narnia, which is mired in never-ending winter thanks to the magic of the evil White Witch, who has proclaimed that it will be always winter but never Christmas in the mystical land. But while three of them trudge through the snow with some helpful Beavers to join forces with Aslan, the mighty Lion, the fourth takes a more treacherous path and falls in league with the Witch... Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.",0499448|0980970|0477347|0367594|0373889|0330373|0295297|0926084|0417741|0304141|0099785|0241527
0367594,Charlie and the Chocolate Factory,"Charlie Bucket comes from a poor family, and spends most of his time dreaming about the chocolate that he loves but usually can't afford. As luck would have it, Charlie finds the last golden ticket and goes on this once-in-a-lifetime adventure with his grandpa Joe.","The eccentric manufacturer of chocolates and candies Willy Wonka promotes a tour through his chocolate factory, the greatest in the world, through five golden tickets hidden in the bars of chocolate. The poor and sweet boy Charlie Bucket finds one, for the pride and joy of his very supportive family, and he spends the day in a mysterious competition for an unknown award with four other nasty boys and girls.","The kids who find the tickets will be taken on a tour of Wonka's chocolate factory and get a special glimpse of the wonders within. The poor and sweet boy Charlie Bucket finds one, for the pride and joy of his very supportive family, and he spends the day in a mysterious competition for an unknown award with four other nasty boys and girls.","Charlie Bucket is a young boy who comes from a poor but loving family and would love nothing more than to find a golden ticket to enter the amazing chocolate factory run by inventor and owner Willy Wonka. The poor and sweet boy Charlie Bucket finds one, for the pride and joy of his very supportive family, and he spends the day in a mysterious competition for an unknown award with four other nasty boys and girls.",1014759|0363771|0477347|0295297|0330373|0304141|0099785|0373889|0417741|0926084|0121164|0241527
0814255,Percy Jackson & the Olympians: The Lightning Thief,However Sally is attacked by a Minotaur and vanishes before Percy can help her.,"As Percy finds himself caught between angry and battling gods, he and his friends embark on a cross-country adventure to catch the true lightning thief, save Percy's mom, and unravel a mystery more powerful than the gods themselves.",They go to Percy's house and together with his mother Sally they drive to the Camp Half-Blood.,"In the camp, Percy befriends the gorgeous Annabeth; when they are attacked by Hades who wants the lighting bolt for himself, Percy discovers that his mother is in the Underworld with Hades.",1854564|0499448|0980970|0363771|0416236|0373051|0449010|1397514|0385752|0926084|0477347|0367594
0339291,A Series of Unfortunate Events,"To do this, he disguises himself in the forms of assistant, Stephano, and ship captain, Julio Sham.","This is the story of the Bauedelaires, three young orphans, Violet, Klaus and Sunny, looking for a new home, who are taken in by a series of odd relatives and other people, including Lemony Snicket, who narrates the film, and starting with the cunning and dastardly Count Olaf, who hopes to snatch their inheritance from them.","Violet, Klaus and Sunny Baudelaire are three intelligent young children who receive terrible news that their parents have died in a fire and have left them an enormous fortune not to be used until the eldest child is of age.","The orphans stay with herpetologist Montgomery Montgomery and grammar-wise Josephine Anwhistle, but the worst one was Count Olaf, an evil and greedy man, who, with the help of his assistants, the bald man, the hook-handed man, the person of indeterminable gender, and the two white-faced women, tries to steal the Baudelaire fortune.",0398808|0367594|0416236|0170016|0385752|0363771|1014759|1067106|0477347|0494238|0451079|0499448
0113497,Jumanji,"When he is finally freed by two children, a herd of wild exotic animals have accidentally been released as well.","When two kids find and play a magical board game, they release a man trapped for decades in it and a host of dangers that can only be stopped by finishing the game.","When two kids find and play a magical board game, they release a man trapped for decades in it and a host of dangers that can only be stopped by finishing the game.","When two kids find and play a magical board game, they release a man trapped for decades in it and a host of dangers that can only be stopped by finishing the game.",0107614|0102057|0099785|0104431|0477347|0097523|0083866|0119137|0363771|0367594|0117705|0087538
0107614,Mrs. Doubtfire,"Daniel Hillard is an eccentric actor who specializes in dubbing voices for cartoon characters. Daniel also has to deal with Miranda's new boyfriend, a jerk named Stu Dunmeyer.","Determined to stay in contact with his kids, Daniel discovers that Miranda is looking for a housekeeper, and with help from his brother Frank, a makeup artist, Daniel gets the job, disguised as Mrs. Iphegenia Doubtfire, a Scottish nanny. But Daniel can't bear to be away from his children so long; so when Miranda decides to hire a housekeeper, Daniel alters the ad and answers it himself and pretends to be Mrs. Doubtfire, donning a disguise he becomes the new housekeeper.","But Daniel can't bear to be away from his children so long; so when Miranda decides to hire a housekeeper, Daniel alters the ad and answers it himself and pretends to be Mrs. Doubtfire, donning a disguise he becomes the new housekeeper. Daniel Hillard is no ordinary father, so when he learns his ex-wife needs a housekeeper, he applies for the job.","Determined to stay in contact with his kids, Daniel discovers that Miranda is looking for a housekeeper, and with help from his brother Frank, a makeup artist, Daniel gets the job, disguised as Mrs. Iphegenia Doubtfire, a Scottish nanny. But Daniel can't bear to be away from his children so long; so when Miranda decides to hire a housekeeper, Daniel alters the ad and answers it himself and pretends to be Mrs. Doubtfire, donning a disguise he becomes the new housekeeper.",0113497|0102057|0099785|0104431|0097523|0087538|0096438|0477347|0083866|0117705|0119137|0089218
0121164,Corpse Bride,"Before he knows it, Victor is in the land of dead and now has a corpse bride. Victor Van Dort, son of fish merchants, finds himself in an arranged marriage with Victoria Everglot, a high-society woman whom he's never even spoken to. It only makes sense that Victor, a groom with cold feet, would have trouble remembering tedious wedding vows.","Set back in the late 1800s in a Victorian village, a man and woman by the names of Victor Van Dort and Victoria Everglot are betrothed because the Everglots need the money or else they'll be living on the streets and the Van Dorts want to be high in society. He stops to rest in the woods,and while practicing, he gets them right and puts his wedding ring on a finger-shaped stick in the ground and says his wedding vows. Thus Victor ends up in the dark forest ringing his hands and muttering his vows, the vows that the Corpse Bride hears, bringing her out of the grave.","Before he knows it, Victor is in the land of dead and now has a corpse bride. His new, dead bride takes him with her to the Land of the Dead, while his living fianc? He stops to rest in the woods,and while practicing, he gets them right and puts his wedding ring on a finger-shaped stick in the ground and says his wedding vows.","Set back in the late 1800s in a Victorian village, a man and woman by the names of Victor Van Dort and Victoria Everglot are betrothed because the Everglots need the money or else they'll be living on the streets and the Van Dorts want to be high in society. He stops to rest in the woods,and while practicing, he gets them right and puts his wedding ring on a finger-shaped stick in the ground and says his wedding vows. When her groom arrives, he kills her, and she rests in the ground to wait for her soul mate, whether he knows he is the Corpse Bride's groom or not.",0107688|0367594|1142977|1014759|1192628|0126029|0268380|0120855|0114148|0120762|1623288|0119282
1623205,Oz the Great and Powerful,Theodora is seduced by Oz and brings him to the City of Emerald.,Oscar learns that he is the only hope for the inhabitants of Oz that believe that he is a powerful magician and his only chance to defeat Evanora and Theodora is using illusion since he has no magic power.,"Theodora tells that her sister and she are good witches, but the Wicked Witch had killed the king.",Oscar learns that he is the only hope for the inhabitants of Oz that believe that he is a powerful magician and his only chance to defeat Evanora and Theodora is using illusion since he has no magic power.,1014759|1854564|0481499|1587310|0814255|1667353|1453405|1446192|1397514|0848537|0367594|0363771
2692250,Night at the Museum: Secret of the Tomb,"He takes Ahkmenrah with him but some of the others tag along, like Teddy Roosevelt, Attila, Octavius, and Jedediah.","He learns the Tablet is corroding so he does some research and learns that Cecil, the former museum guard, was at the site when the Tablet was discovered.",He learns that the Pharaoh was sent to the London museum.,"He learns the Tablet is corroding so he does some research and learns that Cecil, the former museum guard, was at the site when the Tablet was discovered.",1078912|0477347|0363771|0113497|0367594|0499448|1911658|0099785|0980970|1277953|1667889|0104431
